id	displayName	birthName	birthDate	birthLocation	heightCm	primaryProfessions	primaryImageUrl	biography
nm5768434	Jorge Diaz de Bedoya					composer|director|writer		"Jorge Diaz de Bedoya is a Canadian-Paraguayan film director, screenwriter, composer, and producer best known for his dark comedy feature film Luna de cigarras (2014), which earned him the Best Director award at the Madrid International Film Festival in 2015.  Jorge moved with his family to Paris, France, when he was three years old. He lived most of his childhood between France and Canada, where he completed his filmmaking studies at the Université Laval, in Quebec City (2006).  His love for art started at a very young age, being influenced by his mother who was a classically trained pianist. At seventeen, he became the singer, song writer and bassist of Les Minstrels or The Minstrels, a Canadian indie mod band formed in 1986 in Quebec City. The band relocated to Vancouver in the early 90s and finally moved to San Francisco in the mid 90s. He appeared in the music documentary feature Dig! (2004), winner of the jury's award at the 2004 Sundance Film Festival.  On September 10th 2001, he decided to leave his musical career in United States behind and moved to Tahiti with his then wife, Sophie Guenan. In Tahiti, he directed sound and audio post-production for the film ""Faré"", an experimental movie directed by J.D. Peterson, produced for the San Francisco Yerba Buena Center for the Arts, and featured in the 2001 Surf Culture museum exhibition.  His first documentary film Hiro (2008) was also filmed in French Polynesia, and won the RFO (Reseau France Outre Mer) award for Best Direction in 2009. Hiro (2008) was official selection at the International Film Festival Oceanien (FIFO), in Papeete, Tahiti, the Terres En Veus Indigenous Film Festival, in Montreal, Canada, and the RFO Award for Best Production at the Des Films Des Peuples Festival in New Caledonia (2008).  Between 2005 and 2009, he completed an internship at ARTV Canada, working in production, assisting and co-directing on the program ""Mange Ta Ville"", which was awarded several Gemini awards by the Canadian Film and Television Academy, for Best Cultural Program. In 2010, he completed his second documentary, ""Ahima'a"", which was distributed and broadcasted by the France Television World Network in 2011.  In 2013, he produced, wrote, directed and composed for his first feature film Luna de cigarras (2014), which was the third most watched film in Paraguay's film history and the seventh most watched in Paraguay in 2014. Luna de cigarras (2014) also earned him the Best Director award at the Madrid International Film Festival in 2015.  In 2019, he co-produced, wrote, directed and composed for his second feature film El Supremo Manuscrito (2019), nominated for Best Sound Direction and Best Montage at the Premios Platino of Iberoamerica, and official selection at the Chicago Latino Film Festival (2020). He also co-produced and composed for the Argentinian television series Mata Salvaje (2019)."
nm7713357	Sky Hopinka					cinematographer|director|editor	https://m.media-amazon.com/images/M/MV5BMjU4MTZhYTgtMTI1NS00ZjY1LWJiNmYtNGQ3OGZjN2Y0ZWFjXkEyXkFqcGc@._V1_.jpg	Born in 1984, in Ferndale, Washington, Sky Hopinka is a descendant of the Pechanga band of Luiseno Native Americans, and has made an interest in Indigenous languages and cultural heritage a main part of his work.His pursuit of the documentary genre was developed during his college years at Portland State University, where he taught such languages as Chinuk Wa after graduating.in 2013 the future director enrolled in a graduate program for experimental Cinema at the University of Wisconsin in Mikwaukee, with James Benning becoming one of his influences.
nm0000981	James Brolin	Craig Kenneth Bruderlin	1940-07-18	Los Angeles, California, USA	191	actor|director|producer	https://m.media-amazon.com/images/M/MV5BZmNlZWRhYjgtOGY0Yi00NzFkLTljNzMtZTI0ZTAyMTA4OTg5XkEyXkFqcGc@._V1_.jpg	James Brolin is an American actor. Brolin has won two Golden Globes and an Emmy. He received a star on the Hollywood Walk of Fame on August 27, 1998. He is the father of actor Josh Brolin.  He is best known for his TV roles such as Stephen Kiley on Marcus Welby, M.D.(1969-1976), Peter McDermott on Hotel (1983-1988), and John Short in Life in Pieces (2015-2019), and his film roles such as Sgt. Jerome K. Weber in Skyjacked (1972), John Blane in Westworld (1973), General Ralph Landry in Traffic (2000), Jack Barnes in Catch Me If You Can (2002) and Emperor Zurg in the 2022 Toy Story spin-off film Lightyear.
nm0494569	Eric Le Roch					actor|director|writer		Eric Le Roch is known for Mariage chez les Bodin's (2008), Les hommes à lunettes (2012) and New délire (2007).
nm0903745	Rand Vossler					director|miscellaneous|producer		Rand Vossler is known for Natural Born Killers (1994), Toy Therapy: Your Childhood Has Issues (2018) and Critters 2: The Main Course (1988).
nm6767246	Jae-Young Shin					director|writer		Jae-Young Shin is known for Manhole (2014).
nm0443842	David Keane					director|producer|writer		David Keane is known for Misery (1990), City Slickers (1991) and Bullproof (2011).
nm4662682	Lisa Immordino Vreeland					director|producer|writer		Lisa Immordino Vreeland is known for Diana Vreeland: The Eye Has to Travel (2011), Peggy Guggenheim: Art Addict (2015) and Love, Cecil (2017).
nm0491626	Georges Lautner		1926-01-24	Nice, Alpes-Maritimes, France		assistant_director|director|writer	https://m.media-amazon.com/images/M/MV5BMjE3MzYzMjQ1Ml5BMl5BanBnXkFtZTcwOTc1OTQ4Nw@@._V1_.jpg	Georges Lautner was born on 24 January 1926 in Nice, Alpes-Maritimes, France. He was a director and writer, known for The Professional (1981), Crooks in Clover (1963) and Galia (1966). He was married to Caroline Lautner. He died on 22 November 2013 in Neuilly-sur-Seine, Hauts-de-Seine, France.
nm10155420	Maria Veijalainen					director|writer		Maria Veijalainen is known for Diva of Finland (2019) and Höyhensarja (2025).
nm1785658	Maksim Korostyshevsky					actor|director|producer		Maksim Korostyshevsky is known for Dura (2005), Igra v modern (2003) and Soldiers of Fortune (2012).
nm6947496	Augustus Meleo Bernstein				185	director|producer|writer	https://m.media-amazon.com/images/M/MV5BODkwMmVkNGMtM2NkOS00OTEwLTg4NzAtMTFlMDk4MzlkNzJkXkEyXkFqcGc@._V1_.jpg	Augustus Meleo Bernstein is a writer, director, producer from Los Angeles, California. He has a Master of Fine Arts with a concentration in Directing from the American Film Institute. Before his MFA, Augustus graduated with a degree in Cinema Studies from the University of Pennsylvania. At the Gates is his directorial feature film debut.
nm1301709	Ana Piterbarg					assistant_director|director|writer		Ana Piterbarg is known for Everybody Has a Plan (2012), The White Room and Campeones de la vida (1999).
nm1725155	Greg Franklin					animation_department|director|writer	https://m.media-amazon.com/images/M/MV5BMDUxNjhmODMtNzYyNS00NjEwLWE3ODgtNmVkNWY0NjdkNjc4XkEyXkFqcGc@._V1_.jpg	Greg Franklin is known for EuroTrip (2004), Guava Island (2019) and The SpongeBob Movie: Sponge Out of Water (2015).
nm1195672	Mark Moskowitz					cinematographer|director|writer		Mark Moskowitz is known for Stone Reader (2002), It Was the Music (2020) and Philadelphia: The Great Experiment (2010).
nm4030349	Pete McGrain					director|editor|producer	https://m.media-amazon.com/images/M/MV5BZWQ3Mjk3YWItYTRlOS00MGIzLWFkM2EtOTlkODFkMDJlNWE2XkEyXkFqcGc@._V1_.jpg	Pete McGrain is known for Judith X (2023), Ethos (2011) and Pooch (2023).
nm5323949	Laura Checkoway					director|editor|producer	https://m.media-amazon.com/images/M/MV5BNGEwMDI1ZDUtY2Y0Ny00NDE2LWIwYTktNDI3NWI1ZWNmZGVhXkEyXkFqcGc@._V1_.jpg	Laura Checkoway is an Oscar and Emmy nominated filmmaker known for intimate character-driven stories. Her film Edith+Eddie received an Academy Award nomination and Emmy nomination and won numerous awards including the IDA Documentary Awards Best Short. Her latest feature documentary The Cave of Adullam is executive produced by Laurence Fishburne and premiered at the Tribeca Film Festival, winning Best Documentary Feature and the Audience Award. It was released by ESPN Films. She received NYWIFT's Excellence in Documentary Filmmaking Award in 2022. She was series director of an original doc series reframing perceptions about refugees (executive produced by Alma Har'el) which won the people's choice award at the Webby Awards in 2024.
nm0138034	Trent Carlson					director|producer|writer		Trent Carlson is known for The Delicate Art of Parking (2003), Fido (2006) and The Deep (2015).
nm0445129	Alexandra-Therese Keining		1976-12-16	Skåne, Sweden	168	casting_department|producer|writer	https://m.media-amazon.com/images/M/MV5BMzhiNTY4N2EtZDM5Ny00OWRkLWEwYWYtYzY2ZjIxZGJiYmQ5XkEyXkFqcGc@._V1_.jpg	Alexandra-Therese Keining was born in 1976 in Sweden. She is a director and screenwriter known for Pojkarna (2014), Kyss Mig (2011), Elegia (2011) and Hot Dog (2002) which marked her debut as the youngest female filmmaker to direct a feature film in Sweden. She has also worked as a casting director for many film and television projects.
nm3256879	Travis Bible					editor|editorial_department|producer		Travis Bible is a director, writer and editor known for the horror/comedy feature #chadgetstheaxe and the sci-fi film Exit Strategy. (which played at the Tribeca Film Festival and currently has over 3 million views online). He grew up in Shreveport, Louisiana and then went to school at the University of Texas where he graduated with a degree in film. He resides in Los Angeles where, in addition to writing and directing, he edits shows such as Last Chance U for Netflix and The Challenge for MTV. He has been told he has an interesting last name.
nm0634602	Tetsuya Nomura		1970-10-08	Kochi, Japan		animation_department|director|writer	https://m.media-amazon.com/images/M/MV5BMTIyMjQ1MDY5OV5BMl5BanBnXkFtZTYwODg5ODQz._V1_.jpg	Tetsuya Nomura was born on 8 October 1970 in Kochi, Japan. He is a writer and director, known for Final Fantasy VII: Advent Children (2005), Kingdom Hearts III (2019) and Stranger of Paradise: Final Fantasy Origin (2022).
nm0443329	John Kaye					director|producer|writer		John Kaye is known for Forever Lulu (2000), Zooming and The Dead Circus.
nm0875710	Liz Tuccillo		1962-12-06	Brooklyn, New York City, New York, USA		director|producer|writer	https://m.media-amazon.com/images/M/MV5BMTQ2Nzg0MjgxNF5BMl5BanBnXkFtZTgwODk1NDUzMTE@._V1_.jpg	Liz Tuccillo was born on 6 December 1962 in Brooklyn, New York City, New York, USA. She is a producer and writer, known for How to Be Single (2016), Take Care (2014) and He's Just Not That Into You (2009).
nm1638157	Frank Lotito					actor|director|producer	https://m.media-amazon.com/images/M/MV5BY2UwNTM3MmEtN2QzZS00ZDA1LWJjNjQtMzA1NDRmNzliNjlmXkEyXkFqcGc@._V1_.jpg	Frank Lotito is an award-winning international Director and Producer. His Directing credits include the feature film Growing up Smith starring Jason Lee and the 3rd instalment of the Australian box office hit, The Wog Boy - Wog Boys Forever.  Frank has worked in Australia, Europe, and the US with production credits, including The Phone, an 8 part series for Fox, and numerous cooking shows for Lifestyle foods. He has also produced American feature films, The Lookalike, starring Justin Long and Jerry O'Connell and Broken Ghost with Scottie Thompson.
nm0575395	Burt Medall	Burton Leon Medall	1945-12-25	Los Angeles, California, USA		animation_department|art_department|director		Burt Medall was born on 25 December 1945 in Los Angeles, California, USA. He was a director, known for Young Justice (2010), He-Man and She-Ra: The Secret of the Sword (1985) and Gargoyles (1994). He was married to Rita Marie Kiefer. He died on 24 May 2022 in Mission Hills, California, USA.
nm0001366	Leslie Howard	Leslie Howard Steiner	1893-04-03	Forest Hill, London, England, UK	179	actor|director|producer	https://m.media-amazon.com/images/M/MV5BZmIxZjBjMWItYmVlOS00ZGM1LTg2MDktOGIwZDc2ZjZlZmQ4XkEyXkFqcGc@._V1_.jpg	"Leslie Howard Steiner was born in London to Lilian (Blumberg) and Ferdinand ""Frank"" Steiner. His father was a Hungarian Jewish immigrant, and his English mother was of German Jewish and mostly English descent. Leslie went to Dulwich College, then worked as a bank clerk until the outbreak of World War I, when he went into the army. In 1917, diagnosed as shell-shocked, he was invalided out and advised to take up acting as therapy. In a few years, his name was famous on the stages of London and New York. He made his first movie in 1914: (The Heroine of Mons (1914)). He became known as the perfect Englishman (slim, tall, intellectual, and sensitive), a part that he played in many movies which set women to dreaming about him. His first sound movie came out in 1930: Outward Bound (1930), an adaptation of the stage play in which he starred. In Never the Twain Shall Meet (1931) and Smilin' Through (1932), he played the Englishman role to the hilt. His screen persona could perhaps best be summed up by his role as Sir Percy Blakeney in The Scarlet Pimpernel (1934), a foppish society gentleman.  It was Howard who insisted that Humphrey Bogart get the role of Duke Mantee in The Petrified Forest (1936), a role that Bogart had played in the stage production. As he became more successful, he also became quite picky about which roles he would do, and usually performed in only two films a year. In 1939, he played the character that will always be associated with him, that of Ashley Wilkes, the honor-bound, disillusioned intellectual Southern gentleman, in Gone with the Wind (1939).  However, war clouds were gathering over England, and he devoted all his energy on behalf of the war effort. He directed films, wrote articles and made radio broadcasts. He died in 1943, when the KLM plane he was in was shot down by German fighters over the Bay of Biscay."
